"Date","Spot exchange rate, Japanese Yen into Sterling                          XUDLJYS"
"25 Jun 14","172.8836"
"24 Jun 14","173.3418"
"23 Jun 14","173.2945"
"20 Jun 14","173.8389"
"19 Jun 14","173.637"
"18 Jun 14","173.0149"
"17 Jun 14","173.3723"
"16 Jun 14","173.0704"
"13 Jun 14","173.1379"
"12 Jun 14","171.4684"
"11 Jun 14","171.0865"
"10 Jun 14","171.6494"
"09 Jun 14","172.2393"
"06 Jun 14","172.1982"
"05 Jun 14","172.0508"
"04 Jun 14","171.9631"
"03 Jun 14","171.4473"
"02 Jun 14","171.2063"
"30 May 14","170.6419"
"29 May 14","169.7343"
"28 May 14","170.0003"
"27 May 14","171.5082"
"23 May 14","171.4852"
"22 May 14","171.4055"
"21 May 14","171.2948"
"20 May 14","170.7443"
"19 May 14","170.2388"
"16 May 14","170.747"
"15 May 14","170.5868"
"14 May 14","170.7899"
"13 May 14","172.1349"
"12 May 14","172.28"
"09 May 14","171.2898"
"08 May 14","172.2425"
"07 May 14","172.534"
"06 May 14","172.5538"
"02 May 14","172.5331"
"01 May 14","172.7852"
"30 Apr 14","172.4803"
"29 Apr 14","172.725"
"28 Apr 14","172.423"
"25 Apr 14","171.5226"
"24 Apr 14","171.7632"
"23 Apr 14","171.7834"
"22 Apr 14","172.604"
"17 Apr 14","171.8786"
"16 Apr 14","171.7216"
"15 Apr 14","170.0605"
"14 Apr 14","170.446"
"11 Apr 14","169.9355"
"10 Apr 14","170.2998"
"09 Apr 14","170.5784"
"08 Apr 14","171.024"
"07 Apr 14","171.3092"
"04 Apr 14","171.8392"
"03 Apr 14","172.312"
"02 Apr 14","172.5382"
"01 Apr 14","172.2991"
"31 Mar 14","171.6986"
"28 Mar 14","171.2343"
"27 Mar 14","169.6481"
"26 Mar 14","169.4765"
"25 Mar 14","168.8894"
"24 Mar 14","168.567"
"21 Mar 14","168.8491"
"20 Mar 14","169.0624"
"19 Mar 14","168.8573"
"18 Mar 14","167.9941"
"17 Mar 14","169.153"
"14 Mar 14","168.7178"
"13 Mar 14","170.3055"
"12 Mar 14","170.61"
"11 Mar 14","171.5843"
"10 Mar 14","171.7025"
"07 Mar 14","172.7717"
"06 Mar 14","172.3291"
"05 Mar 14","171.1981"
"04 Mar 14","170.2813"
"03 Mar 14","169.5605"
"28 Feb 14","171.0321"
"27 Feb 14","170.1942"
"26 Feb 14","170.2041"
"25 Feb 14","170.44"
"24 Feb 14","170.3846"
"21 Feb 14","171.3152"
"20 Feb 14","170.428"
"19 Feb 14","170.8338"
"18 Feb 14","170.9207"
"17 Feb 14","170.2851"
"14 Feb 14","170.4591"
"13 Feb 14","169.9534"
"12 Feb 14","170.0626"
"11 Feb 14","168.7632"
"10 Feb 14","167.2924"
"07 Feb 14","167.5795"
"06 Feb 14","166.2864"
"05 Feb 14","165.0004"
"04 Feb 14","165.2414"
"03 Feb 14","165.3615"
"31 Jan 14","167.6206"
"30 Jan 14","169.4675"
"29 Jan 14","169.234"
"28 Jan 14","170.4772"
"27 Jan 14","169.7841"
"24 Jan 14","168.9145"
"23 Jan 14","172.3969"
"22 Jan 14","172.8674"
"21 Jan 14","171.7031"
"20 Jan 14","170.8605"
"17 Jan 14","171.472"
"16 Jan 14","170.3803"
"15 Jan 14","170.8084"
"14 Jan 14","170.5256"
"13 Jan 14","169.3347"
"10 Jan 14","171.6913"
"09 Jan 14","172.5158"
"08 Jan 14","172.655"
"07 Jan 14","171.6215"
"06 Jan 14","171.5442"
"03 Jan 14","171.7905"
"02 Jan 14","172.6378"
"31 Dec 13","173.4779"
"30 Dec 13","173.5621"
"27 Dec 13","173.1375"
"24 Dec 13","170.6184"
"23 Dec 13","170.1128"
"20 Dec 13","170.2496"
"19 Dec 13","170.5724"
"18 Dec 13","169.1818"
"17 Dec 13","166.8216"
"16 Dec 13","167.896"
"13 Dec 13","167.8707"
"12 Dec 13","168.1638"
"11 Dec 13","167.7168"
"10 Dec 13","169.001"
"09 Dec 13","168.9664"
"06 Dec 13","167.9556"
"05 Dec 13","166.5721"
"04 Dec 13","167.7875"
"03 Dec 13","168.1614"
"02 Dec 13","168.5413"
"29 Nov 13","167.6964"
"28 Nov 13","167.099"
"27 Nov 13","166.2044"
"26 Nov 13","164.0753"
"25 Nov 13","164.2862"
"22 Nov 13","163.8832"
"21 Nov 13","163.1695"
"20 Nov 13","161.6006"
"19 Nov 13","161.3521"
"18 Nov 13","161.1783"
"15 Nov 13","161.3867"
"14 Nov 13","160.8234"
"13 Nov 13","158.9367"
"12 Nov 13","158.5533"
"11 Nov 13","158.5161"
"08 Nov 13","158.4785"
"07 Nov 13","158.9295"
"06 Nov 13","158.6292"
"05 Nov 13","158.0976"
"04 Nov 13","157.2708"
"01 Nov 13","157.2616"
"31 Oct 13","157.6333"
"30 Oct 13","157.7958"
"29 Oct 13","157.5129"
"28 Oct 13","157.616"
"25 Oct 13","157.3696"
"24 Oct 13","157.4181"
"23 Oct 13","157.2985"
"22 Oct 13","159.1144"
"21 Oct 13","158.5844"
"18 Oct 13","158.2539"
"17 Oct 13","157.879"
"16 Oct 13","157.4999"
"15 Oct 13","157.4285"
"14 Oct 13","157.149"
"11 Oct 13","156.7492"
"10 Oct 13","156.4768"
"09 Oct 13","154.8334"
"08 Oct 13","156.1574"
"07 Oct 13","156.0403"
"04 Oct 13","156.117"
"03 Oct 13","157.3341"
"02 Oct 13","157.8595"
"01 Oct 13","158.9612"
"30 Sep 13","158.8955"
"27 Sep 13","158.3888"
"26 Sep 13","158.3756"
"25 Sep 13","158.5948"
"24 Sep 13","157.7141"
"23 Sep 13","158.2198"
"20 Sep 13","159.376"
"19 Sep 13","159.7947"
"18 Sep 13","157.9813"
"17 Sep 13","157.9705"
"16 Sep 13","157.4059"
"13 Sep 13","157.6029"
"12 Sep 13","156.8515"
"11 Sep 13","158.1084"
"10 Sep 13","157.876"
"09 Sep 13","156.5497"
"06 Sep 13","154.612"
"05 Sep 13","155.9624"
"04 Sep 13","155.581"
"03 Sep 13","154.9994"
"02 Sep 13","154.6538"
"30 Aug 13","151.8169"
"29 Aug 13","152.5328"
"28 Aug 13","151.7752"
"27 Aug 13","151.0333"
"23 Aug 13","153.5755"
"22 Aug 13","153.5654"
"21 Aug 13","153.2247"
"20 Aug 13","152.2998"
"19 Aug 13","153.519"
"16 Aug 13","152.336"
"15 Aug 13","152.1941"
"14 Aug 13","152.3558"
"13 Aug 13","151.8116"
"12 Aug 13","149.5"
"09 Aug 13","149.4881"
"08 Aug 13","149.1569"
"07 Aug 13","149.8884"
"06 Aug 13","150.1884"
"05 Aug 13","151.1385"
"02 Aug 13","150.846"
"01 Aug 13","150.4426"
"31 Jul 13","149.1531"
"30 Jul 13","149.6298"
"29 Jul 13","150.3644"
"26 Jul 13","150.8314"
"25 Jul 13","152.5481"
"24 Jul 13","153.8311"
"23 Jul 13","153.3012"
"22 Jul 13","152.8393"
"19 Jul 13","153.2104"
"18 Jul 13","152.9525"
"17 Jul 13","151.3407"
"16 Jul 13","150.1761"
"15 Jul 13","150.8588"
"12 Jul 13","150.3032"
"11 Jul 13","149.2455"
"10 Jul 13","149.5646"
"09 Jul 13","149.8969"
"08 Jul 13","151.0082"
"05 Jul 13","150.1844"
"04 Jul 13","150.6751"
"03 Jul 13","152.1375"
"02 Jul 13","152.2968"
"01 Jul 13","151.8389"
"28 Jun 13","150.669"
"27 Jun 13","149.7997"
"26 Jun 13","149.4479"
"25 Jun 13","150.5741"
"24 Jun 13","150.2326"
"21 Jun 13","150.012"
"20 Jun 13","151.6807"
"19 Jun 13","148.77"
"18 Jun 13","149.1969"
"17 Jun 13","148.9121"
"14 Jun 13","148.2887"
"13 Jun 13","147.737"
"12 Jun 13","150.0932"
"11 Jun 13","151.0569"
"10 Jun 13","153.9092"
"07 Jun 13","151.2935"
"06 Jun 13","152.6842"
"05 Jun 13","152.8272"
"04 Jun 13","153.1441"
"03 Jun 13","152.2923"
"31 May 13","153.0655"
"30 May 13","153.5751"
"29 May 13","152.5255"
"28 May 13","153.8832"
"24 May 13","153.1865"
"23 May 13","152.8043"
"22 May 13","155.7158"
"21 May 13","155.2558"
"20 May 13","155.9646"
"17 May 13","156.4369"
"16 May 13","156.0804"
"15 May 13","155.9649"
"14 May 13","155.6824"
"13 May 13","156.1252"
"10 May 13","156.3139"
"09 May 13","153.8908"
"08 May 13","153.8133"
"07 May 13","153.2669"
"03 May 13","154.0454"
"02 May 13","152.0543"
"01 May 13","151.3987"
"30 Apr 13","151.6089"
"29 Apr 13","152.0891"
"26 Apr 13","151.3259"
"25 Apr 13","153.6126"
"24 Apr 13","151.7334"
"23 Apr 13","151.8465"
"22 Apr 13","151.3775"
"19 Apr 13","151.4357"
"18 Apr 13","150.1882"
"17 Apr 13","148.6936"
"16 Apr 13","149.4542"
"15 Apr 13","149.9964"
"12 Apr 13","151.7184"
"11 Apr 13","153.2473"
"10 Apr 13","152.509"
"09 Apr 13","151.4304"
"08 Apr 13","151.1237"
"05 Apr 13","149.1697"
"04 Apr 13","146.28"
"03 Apr 13","140.568"
"02 Apr 13","141.4014"
"28 Mar 13","142.7318"
"27 Mar 13","142.6176"
"26 Mar 13","142.7904"
"25 Mar 13","143.2364"
"22 Mar 13","143.9933"
"21 Mar 13","144.2916"
"20 Mar 13","144.5409"
"19 Mar 13","143.3942"
"18 Mar 13","143.3844"
"15 Mar 13","143.9243"
"14 Mar 13","144.6702"
"13 Mar 13","143.345"
"12 Mar 13","142.8811"
"11 Mar 13","143.1952"
"08 Mar 13","143.539"
"07 Mar 13","142.4538"
"06 Mar 13","140.8001"
"05 Mar 13","141.1359"
"04 Mar 13","140.573"
"01 Mar 13","140.2741"
"28 Feb 13","140.0566"
"27 Feb 13","138.6517"
"26 Feb 13","138.6995"
"25 Feb 13","141.7224"
"22 Feb 13","142.319"
"21 Feb 13","141.707"
"20 Feb 13","143.3738"
"19 Feb 13","144.4229"
"18 Feb 13","145.4656"
"15 Feb 13","145.64"
"14 Feb 13","144.4943"
"13 Feb 13","145.2991"
"12 Feb 13","145.7476"
"11 Feb 13","146.3614"
"08 Feb 13","146.8723"
"07 Feb 13","146.3677"
"06 Feb 13","146.4088"
"05 Feb 13","146.3421"
"04 Feb 13","145.8755"
"01 Feb 13","145.8302"
"31 Jan 13","144.686"
"30 Jan 13","143.8244"
"29 Jan 13","142.7623"
"28 Jan 13","142.355"
"25 Jan 13","143.8121"
"24 Jan 13","142.0312"
"23 Jan 13","140.2809"
"22 Jan 13","140.4864"
"21 Jan 13","142.1893"
"18 Jan 13","142.6628"
"17 Jan 13","142.7948"
"16 Jan 13","141.5398"
"15 Jan 13","142.6379"
"14 Jan 13","143.4069"
"11 Jan 13","143.6254"
"10 Jan 13","142.0403"
"09 Jan 13","140.6303"
"08 Jan 13","139.7464"
"07 Jan 13","141.0962"
"04 Jan 13","141.2058"
"03 Jan 13","140.3496"
"02 Jan 13","141.9639"
"31 Dec 12","139.3358"
"28 Dec 12","139.087"
"27 Dec 12","138.5546"
"24 Dec 12","136.6232"
"21 Dec 12","136.1068"
"20 Dec 12","137.2181"
"19 Dec 12","137.1236"
"18 Dec 12","136.4423"
"17 Dec 12","135.6744"
"14 Dec 12","134.5937"
"13 Dec 12","134.9209"
"12 Dec 12","133.6744"
"11 Dec 12","132.6809"
"10 Dec 12","132.3533"
"07 Dec 12","131.965"
"06 Dec 12","132.4106"
"05 Dec 12","132.4132"
"04 Dec 12","131.7875"
"03 Dec 12","132.4379"
"30 Nov 12","132.1669"
"29 Nov 12","131.7522"
"28 Nov 12","130.7651"
"27 Nov 12","131.8065"
"26 Nov 12","131.5891"
"23 Nov 12","131.8826"
"22 Nov 12","131.6584"
"21 Nov 12","131.2802"
"20 Nov 12","130.1051"
"19 Nov 12","129.1103"
"16 Nov 12","128.7646"
"15 Nov 12","128.7381"
"14 Nov 12","127.1006"
"13 Nov 12","126.246"
"12 Nov 12","126.0157"
"09 Nov 12","126.405"
"08 Nov 12","127.4805"
"07 Nov 12","127.6882"
"06 Nov 12","128.3195"
"05 Nov 12","128.0635"
"02 Nov 12","129.1781"
"01 Nov 12","129.362"
"31 Oct 12","128.7672"
"30 Oct 12","127.9806"
"29 Oct 12","127.9116"
"26 Oct 12","128.0598"
"25 Oct 12","129.4104"
"24 Oct 12","127.9435"
"23 Oct 12","127.1773"
"22 Oct 12","127.9674"
"19 Oct 12","127.1747"
"18 Oct 12","127.8458"
"17 Oct 12","127.2749"
"16 Oct 12","127.0369"
"15 Oct 12","126.4256"
"12 Oct 12","126.0577"
"11 Oct 12","125.9222"
"10 Oct 12","125.4765"
"09 Oct 12","125.104"
"08 Oct 12","125.2514"
"05 Oct 12","127.4227"
"04 Oct 12","126.8223"
"03 Oct 12","126.2213"
"02 Oct 12","125.941"
"01 Oct 12","126.0825"
"28 Sep 12","125.6392"
"27 Sep 12","125.8041"
"26 Sep 12","125.5836"
"25 Sep 12","126.5939"
"24 Sep 12","126.1267"
"21 Sep 12","127.0491"
"20 Sep 12","126.7566"
"19 Sep 12","126.9696"
"18 Sep 12","127.7968"
"17 Sep 12","128.2328"
"14 Sep 12","127.2549"
"13 Sep 12","124.7862"
"12 Sep 12","125.3785"
"11 Sep 12","124.9701"
"10 Sep 12","125.3501"
"07 Sep 12","125.099"
"06 Sep 12","125.8229"
"05 Sep 12","124.6384"
"04 Sep 12","124.5225"
"03 Sep 12","124.394"
"31 Aug 12","124.3719"
"30 Aug 12","124.2033"
"29 Aug 12","124.6217"
"28 Aug 12","124.2735"
"24 Aug 12","124.4008"
"23 Aug 12","124.5143"
"22 Aug 12","125.2467"
"21 Aug 12","125.2698"
"20 Aug 12","124.6506"
"17 Aug 12","124.6556"
"16 Aug 12","124.7711"
"15 Aug 12","123.7944"
"14 Aug 12","123.59"
"13 Aug 12","122.978"
"10 Aug 12","122.6801"
"09 Aug 12","123.024"
"08 Aug 12","122.7039"
"07 Aug 12","123.1029"
"06 Aug 12","122.1796"
"03 Aug 12","122.6318"
"02 Aug 12","121.3818"
"01 Aug 12","121.9683"
"31 Jul 12","122.3827"
"30 Jul 12","122.7192"
"27 Jul 12","123.5592"
"26 Jul 12","122.8212"
"25 Jul 12","121.0376"
"24 Jul 12","121.4367"
"23 Jul 12","121.6141"
"20 Jul 12","122.8207"
"19 Jul 12","123.4963"
"18 Jul 12","123.2265"
"17 Jul 12","123.003"
"16 Jul 12","122.984"
"13 Jul 12","123.1399"
"12 Jul 12","122.0767"
"11 Jul 12","123.9589"
"10 Jul 12","123.1467"
"09 Jul 12","123.5786"
"06 Jul 12","123.3431"
"05 Jul 12","124.0824"
"04 Jul 12","124.3436"
"03 Jul 12","125.2202"
"02 Jul 12","124.4765"
"29 Jun 12","125.1429"
"28 Jun 12","122.9626"
"27 Jun 12","124.0507"
"26 Jun 12","123.9417"
"25 Jun 12","123.8811"
"22 Jun 12","125.2263"
"21 Jun 12","125.7261"
"20 Jun 12","124.9285"
"19 Jun 12","124.1562"
"18 Jun 12","123.652"
"15 Jun 12","123.1573"
"14 Jun 12","123.2173"
"13 Jun 12","123.7602"
"12 Jun 12","123.6062"
"11 Jun 12","123.1725"
"08 Jun 12","122.7422"
"07 Jun 12","123.9462"
"06 Jun 12","122.2498"
"01 Jun 12","119.8045"
"31 May 12","120.7041"
"30 May 12","122.633"
"29 May 12","124.6324"
"28 May 12","124.847"
"25 May 12","124.4469"
"24 May 12","124.5149"
"23 May 12","124.5257"
"22 May 12","126.2418"
"21 May 12","125.3968"
"18 May 12","125.2784"
"17 May 12","125.7686"
"16 May 12","127.917"
"15 May 12","128.5045"
"14 May 12","128.526"
"11 May 12","128.5908"
"10 May 12","129.1992"
"09 May 12","128.0514"
"08 May 12","128.7649"
"04 May 12","129.0863"
"03 May 12","130.1993"
"02 May 12","129.9317"
"01 May 12","130.0357"
"30 Apr 12","129.6684"
"27 Apr 12","130.6185"
"26 Apr 12","130.7343"
"25 Apr 12","131.1759"
"24 Apr 12","131.0572"
"23 Apr 12","130.4903"
"20 Apr 12","131.5308"
"19 Apr 12","130.9532"
"18 Apr 12","130.332"
"17 Apr 12","128.6343"
"16 Apr 12","127.3141"
"13 Apr 12","128.6127"
"12 Apr 12","129.0438"
"11 Apr 12","128.8305"
"10 Apr 12","128.1294"
"05 Apr 12","130.3917"
"04 Apr 12","130.8888"
"03 Apr 12","131.3697"
"02 Apr 12","131.371"
"30 Mar 12","131.5076"
"29 Mar 12","130.8515"
"28 Mar 12","131.3806"
"27 Mar 12","132.7663"
"26 Mar 12","131.9902"
"23 Mar 12","130.6318"
"22 Mar 12","130.4236"
"21 Mar 12","132.5285"
"20 Mar 12","132.5954"
"19 Mar 12","132.4046"
"16 Mar 12","132.0439"
"15 Mar 12","130.5071"
"14 Mar 12","131.433"
"13 Mar 12","130.0895"
"12 Mar 12","128.3865"
"09 Mar 12","129.2319"
"08 Mar 12","128.7422"
"07 Mar 12","126.9835"
"06 Mar 12","127.0686"
"05 Mar 12","129.214"
"02 Mar 12","129.2817"
"01 Mar 12","129.2198"
"29 Feb 12","129.3498"
"28 Feb 12","127.5276"
"27 Feb 12","127.4486"
"24 Feb 12","127.9343"
"23 Feb 12","125.9143"
"22 Feb 12","125.861"
"21 Feb 12","126.1645"
"20 Feb 12","126.1348"
"17 Feb 12","125.5078"
"16 Feb 12","124.1651"
"15 Feb 12","122.9311"
"14 Feb 12","122.8763"
"13 Feb 12","122.2539"
"10 Feb 12","122.2908"
"09 Feb 12","122.5062"
"08 Feb 12","121.6866"
"07 Feb 12","122.0004"
"06 Feb 12","120.9739"
"03 Feb 12","121.0045"
"02 Feb 12","120.4775"
"01 Feb 12","120.7346"
"31 Jan 12","120.3225"
"30 Jan 12","119.7872"
"27 Jan 12","120.2206"
"26 Jan 12","121.3535"
"25 Jan 12","121.9137"
"24 Jan 12","121.1266"
"23 Jan 12","120.0971"
"20 Jan 12","119.7288"
"19 Jan 12","119.2658"
"18 Jan 12","118.3104"
"17 Jan 12","117.9418"
"16 Jan 12","117.5658"
"13 Jan 12","117.6639"
"12 Jan 12","117.5886"
"11 Jan 12","118.1184"
"10 Jan 12","118.9324"
"09 Jan 12","118.7025"
"06 Jan 12","118.8265"
"05 Jan 12","119.3508"
"04 Jan 12","119.7835"
"03 Jan 12","119.9907"
"30 Dec 11","119.6372"
"29 Dec 11","119.6189"
"28 Dec 11","120.5732"
"23 Dec 11","122.3668"
"22 Dec 11","122.5075"
"21 Dec 11","122.1244"
"20 Dec 11","122.0207"
"19 Dec 11","121.0564"
"16 Dec 11","120.6759"
"15 Dec 11","120.6896"
"14 Dec 11","120.3907"
"13 Dec 11","120.9322"
"12 Dec 11","121.5236"
"09 Dec 11","121.258"
"08 Dec 11","121.1404"
"07 Dec 11","121.8028"
"06 Dec 11","121.3056"
"05 Dec 11","122.2474"
"02 Dec 11","121.8203"
"01 Dec 11","121.8883"
"30 Nov 11","122.0965"
"29 Nov 11","121.4302"
"28 Nov 11","121.422"
"25 Nov 11","120.2797"
"24 Nov 11","119.5745"
"23 Nov 11","120.2102"
"22 Nov 11","120.5835"
"21 Nov 11","120.2889"
"18 Nov 11","121.4328"
"17 Nov 11","121.5749"
"16 Nov 11","121.5117"
"15 Nov 11","121.7195"
"14 Nov 11","122.3423"
"11 Nov 11","123.9131"
"10 Nov 11","123.1173"
"09 Nov 11","123.9716"
"08 Nov 11","125.0359"
"07 Nov 11","125.0899"
"04 Nov 11","125.2913"
"03 Nov 11","124.4405"
"02 Nov 11","124.6377"
"01 Nov 11","124.8175"
"31 Oct 11","125.8514"
"28 Oct 11","122.3458"
"27 Oct 11","121.7839"
"26 Oct 11","120.9312"
"25 Oct 11","121.0047"
"24 Oct 11","121.4335"
"21 Oct 11","121.4197"
"20 Oct 11","120.5863"
"19 Oct 11","121.5423"
"18 Oct 11","120.037"
"17 Oct 11","121.0488"
"14 Oct 11","122.1975"
"13 Oct 11","120.8382"
"12 Oct 11","122.0116"
"11 Oct 11","119.8057"
"10 Oct 11","120.2589"
"07 Oct 11","119.8761"
"06 Oct 11","117.9953"
"05 Oct 11","118.7108"
"04 Oct 11","118.1871"
"03 Oct 11","118.6467"
"30 Sep 11","120.0985"
"29 Sep 11","120.4851"
"28 Sep 11","119.6122"
"27 Sep 11","120.3405"
"26 Sep 11","118.7248"
"23 Sep 11","117.7149"
"22 Sep 11","117.0749"
"21 Sep 11","119.2611"
"20 Sep 11","120.2176"
"19 Sep 11","119.5125"
"16 Sep 11","121.4081"
"15 Sep 11","121.2162"
"14 Sep 11","120.7419"
"13 Sep 11","121.3931"
"12 Sep 11","121.6912"
"09 Sep 11","123.5836"
"08 Sep 11","124.3098"
"07 Sep 11","123.3027"
"06 Sep 11","123.4068"
"05 Sep 11","123.9448"
"02 Sep 11","124.4058"
"01 Sep 11","124.3835"
"31 Aug 11","124.4922"
"30 Aug 11","124.8934"
"26 Aug 11","124.7045"
"25 Aug 11","125.9732"
"24 Aug 11","125.8525"
"23 Aug 11","126.1956"
"22 Aug 11","126.2176"
"19 Aug 11","126.3539"
"18 Aug 11","126.0572"
"17 Aug 11","126.8293"
"16 Aug 11","126.0049"
"15 Aug 11","125.811"
"12 Aug 11","124.9355"
"11 Aug 11","124.5448"
"10 Aug 11","123.4863"
"09 Aug 11","125.3729"
"08 Aug 11","126.6875"
"05 Aug 11","128.6137"
"04 Aug 11","129.0086"
"03 Aug 11","126.1601"
"02 Aug 11","125.7151"
"01 Aug 11","124.5602"
"29 Jul 11","126.7315"
"28 Jul 11","127.0793"
"27 Jul 11","127.3866"
"26 Jul 11","127.9489"
"25 Jul 11","127.6503"
"22 Jul 11","127.7967"
"21 Jul 11","127.9792"
"20 Jul 11","127.2879"
"19 Jul 11","127.6061"
"18 Jul 11","126.7263"
"15 Jul 11","127.421"
"14 Jul 11","127.6865"
"13 Jul 11","127.1198"
"12 Jul 11","126.4924"
"11 Jul 11","127.6997"
"08 Jul 11","129.4754"
"07 Jul 11","129.8456"
"06 Jul 11","129.2458"
"05 Jul 11","130.4824"
"04 Jul 11","129.8132"
"01 Jul 11","129.764"
"30 Jun 11","129.6843"
"29 Jun 11","129.6021"
"28 Jun 11","129.2963"
"27 Jun 11","129.4483"
"24 Jun 11","128.4306"
"23 Jun 11","128.7107"
"22 Jun 11","129.2011"
"21 Jun 11","129.9875"
"20 Jun 11","130.0609"
"17 Jun 11","129.4413"
"16 Jun 11","130.0723"
"15 Jun 11","131.0721"
"14 Jun 11","131.8987"
"13 Jun 11","130.7332"
"10 Jun 11","130.1648"
"09 Jun 11","131.108"
"08 Jun 11","130.7875"
"07 Jun 11","132.0108"
"06 Jun 11","131.0779"
"03 Jun 11","131.7468"
"02 Jun 11","132.1257"
"01 Jun 11","132.6021"
"31 May 11","133.7373"
"27 May 11","133.2764"
"26 May 11","132.9584"
"25 May 11","133.3895"
"24 May 11","132.9431"
"23 May 11","131.8614"
"20 May 11","132.2322"
"19 May 11","132.3025"
"18 May 11","131.372"
"17 May 11","132.0143"
"16 May 11","131.2681"
"13 May 11","130.9201"
"12 May 11","131.3641"
"11 May 11","133.4663"
"10 May 11","131.871"
"09 May 11","131.5736"
"06 May 11","132.4022"
"05 May 11","131.3116"
"04 May 11","133.4193"
"03 May 11","133.2968"
"28 Apr 11","135.5813"
"27 Apr 11","136.6617"
"26 Apr 11","134.3802"
"21 Apr 11","135.4514"
"20 Apr 11","135.2757"
"19 Apr 11","134.5417"
"18 Apr 11","133.1802"
"15 Apr 11","135.6742"
"14 Apr 11","136.0334"
"13 Apr 11","136.6563"
"12 Apr 11","135.9262"
"11 Apr 11","138.9773"
"08 Apr 11","139.3217"
"07 Apr 11","138.986"
"06 Apr 11","139.3961"
"05 Apr 11","137.581"
"04 Apr 11","135.4398"
"01 Apr 11","135.2291"
"31 Mar 11","132.8406"
"30 Mar 11","133.4032"
"29 Mar 11","131.5536"
"28 Mar 11","130.8259"
"25 Mar 11","130.4976"
"24 Mar 11","130.6294"
"23 Mar 11","131.487"
"22 Mar 11","132.7347"
"21 Mar 11","131.9984"
"18 Mar 11","131.3332"
"17 Mar 11","127.1261"
"16 Mar 11","128.5125"
"15 Mar 11","129.8372"
"14 Mar 11","132.1015"
"11 Mar 11","131.0027"
"10 Mar 11","133.2537"
"09 Mar 11","134.0898"
"08 Mar 11","133.6022"
"07 Mar 11","133.1511"
"04 Mar 11","133.9666"
"03 Mar 11","134.1146"
"02 Mar 11","133.3181"
"01 Mar 11","133.8153"
"28 Feb 11","133.2591"
"25 Feb 11","131.405"
"24 Feb 11","131.7235"
"23 Feb 11","134.0772"
"22 Feb 11","134.1969"
"21 Feb 11","134.9017"
"18 Feb 11","135.0937"
"17 Feb 11","134.554"
"16 Feb 11","134.5275"
"15 Feb 11","135.4615"
"14 Feb 11","133.358"
"11 Feb 11","133.408"
"10 Feb 11","133.7856"
"09 Feb 11","132.9244"
"08 Feb 11","131.746"
"07 Feb 11","132.6902"
"04 Feb 11","131.6677"
"03 Feb 11","132.1145"
"02 Feb 11","132.1591"
"01 Feb 11","131.6551"
"31 Jan 11","131.2191"
"28 Jan 11","130.3727"
"27 Jan 11","132.1502"
"26 Jan 11","130.6541"
"25 Jan 11","130.3581"
"24 Jan 11","132.0087"
"21 Jan 11","132.1893"
"20 Jan 11","131.4886"
"19 Jan 11","131.1729"
"18 Jan 11","132.2042"
"17 Jan 11","131.4561"
"14 Jan 11","131.5423"
"13 Jan 11","131.3028"
"12 Jan 11","130.7329"
"11 Jan 11","129.915"
"10 Jan 11","128.8106"
"07 Jan 11","129.176"
"06 Jan 11","128.8317"
"05 Jan 11","128.846"
"04 Jan 11","127.9102"
"31 Dec 10","126.9934"
"30 Dec 10","125.8522"
"29 Dec 10","126.5775"
"24 Dec 10","128.0296"
"23 Dec 10","127.9373"
"22 Dec 10","128.5355"
"21 Dec 10","129.558"
"20 Dec 10","129.6789"
"17 Dec 10","130.1407"
"16 Dec 10","131.5367"
"15 Dec 10","131.2404"
"14 Dec 10","131.8762"
"13 Dec 10","132.7072"
"10 Dec 10","132.5832"
"09 Dec 10","132.0366"
"08 Dec 10","132.9275"
"07 Dec 10","131.3918"
"06 Dec 10","129.6217"
"03 Dec 10","129.9258"
"02 Dec 10","130.5292"
"01 Dec 10","131.1701"
"30 Nov 10","130.4706"
"29 Nov 10","131.0266"
"26 Nov 10","131.1948"
"25 Nov 10","131.7388"
"24 Nov 10","131.5662"
"23 Nov 10","131.699"
"22 Nov 10","133.0846"
"19 Nov 10","133.1194"
"18 Nov 10","133.7647"
"17 Nov 10","132.271"
"16 Nov 10","132.5705"
"15 Nov 10","133.3323"
"12 Nov 10","133.0684"
"11 Nov 10","133.2547"
"10 Nov 10","132.6638"
"09 Nov 10","130.2576"
"08 Nov 10","130.9921"
"05 Nov 10","131.8927"
"04 Nov 10","131.2655"
"03 Nov 10","130.9152"
"02 Nov 10","129.3606"
"01 Nov 10","129.4673"
"29 Oct 10","128.7674"
"28 Oct 10","128.9943"
"27 Oct 10","128.8753"
"26 Oct 10","128.967"
"25 Oct 10","126.7274"
"22 Oct 10","127.6008"
"21 Oct 10","128.028"
"20 Oct 10","128.2987"
"19 Oct 10","128.6783"
"18 Oct 10","129.0921"
"15 Oct 10","130.2655"
"14 Oct 10","130.3301"
"13 Oct 10","129.5548"
"12 Oct 10","129.1049"
"11 Oct 10","130.5405"
"08 Oct 10","130.3793"
"07 Oct 10","131.1944"
"06 Oct 10","131.7046"
"05 Oct 10","132.2315"
"04 Oct 10","132.1131"
"01 Oct 10","131.7056"
"30 Sep 10","131.633"
"29 Sep 10","132.1596"
"28 Sep 10","132.6346"
"27 Sep 10","133.3614"
"24 Sep 10","133.2013"
"23 Sep 10","132.5027"
"22 Sep 10","132.3451"
